[
{label, 1,'2j', 'L',   'B', 'B', ' '},
{label, 2,'2j', 'L',   '+', 'B', ' '},
{label, 3,'2j', 'L',   'B', '+', ' '},
{label, 4,'2j', 'L',   '-', 'B', ' '},
{label, 5,'2j', 'L',   'B', '-', ' '},
{label, 6,'3j', fork,  '+', '+', '+'},
{label, 7,'3j', fork,  '-', '-', '-'},
{label, 8,'3j', fork,  'B', '-', 'B'},
{label, 9,'3j', fork,  '-', 'B', 'B'},
{label,10,'3j', fork,  'B', 'B', '-'},
{label,11,'3j', tee,   'B', '+', 'B'},
{label,12,'3j', tee,   'B', '-', 'B'},
{label,13,'3j', tee,   'B', 'B', 'B'},
{label,14,'3j', arrow, 'B', '+', 'B'},
{label,15,'3j', arrow, '-', '+', '-'},
{label,16,'3j', arrow, '+', '-', '+'},
{50003, 60003},
{30005, 30006},
{80005, 80006},
{50008, 60008},
{0, 20000},
{20000, 30000},
{30000, 40000},
{0, 2},
{2, 3},
{3, 4},
{4, 40004},
{40004, 40000},
{40000, 50001},
{50001, 50002},
{50002, 50003},
{50003, 50005},
{50005, 40004},
{50005, 30005},
{30005, 20005},
{20005, 10005},
{10005, 4},
{60000, 80000},
{80000, 90000},
{90000, 100000},
{60000, 60002},
{60002, 60003},
{60003, 60004},
{60004, 100004},
{100004, 100000},
{100000, 110001},
{110001, 110002},
{110002, 110003},
{110003, 110005},
{110005, 100004},
{110005, 90005},
{90005, 80005},
{80005, 70005},
{70005, 60004},
{6, 20006},
{20006, 30006},
{30006, 40006},
{6, 8},
{8, 9},
{9, 10},
{10, 40010},
{40010, 40006},
{40006, 50007},
{50007, 50008},
{50008, 50009},
{50009, 50011},
{50011, 40010},
{50011, 30011},
{30011, 20011},
{20011, 10011},
{10011, 10},
{60006, 80006},
{80006, 90006},
{90006, 100006},
{60006, 60008},
{60008, 60009},
{60009, 60010},
{60010, 100010},
{100010, 100006},
{100006, 110007},
{110007, 110008},
{110008, 110009},
{110009, 110011},
{110011, 100010},
{110011, 90011},
{90011, 80011},
{80011, 70011},
{70011, 60010},
{170003, 180003},
{150005, 150006},
{200005, 200006},
{170008, 180008},
{120000, 140000},
{140000, 150000},
{150000, 160000},
{120000, 120002},
{120002, 120003},
{120003, 120004},
{120004, 160004},
{160004, 160000},
{160000, 170001},
{170001, 170002},
{170002, 170003},
{170003, 170005},
{170005, 160004},
{170005, 150005},
{150005, 140005},
{140005, 130005},
{130005, 120004},
{180000, 200000},
{200000, 210000},
{210000, 220000},
{180000, 180002},
{180002, 180003},
{180003, 180004},
{180004, 220004},
{220004, 220000},
{220000, 230001},
{230001, 230002},
{230002, 230003},
{230003, 230005},
{230005, 220004},
{230005, 210005},
{210005, 200005},
{200005, 190005},
{190005, 180004},
{120006, 140006},
{140006, 150006},
{150006, 160006},
{120006, 120008},
{120008, 120009},
{120009, 120010},
{120010, 160010},
{160010, 160006},
{160006, 170007},
{170007, 170008},
{170008, 170009},
{170009, 170011},
{170011, 160010},
{170011, 150011},
{150011, 140011},
{140011, 130011},
{130011, 120010},
{180006, 200006},
{200006, 210006},
{210006, 220006},
{180006, 180008},
{180008, 180009},
{180009, 180010},
{180010, 220010},
{220010, 220006},
{220006, 230007},
{230007, 230008},
{230008, 230009},
{230009, 230011},
{230011, 220010},
{230011, 210011},
{210011, 200011},
{200011, 190011},
{190011, 180010},
{110003, 120003},
{90005, 90006},
{140005, 140006},
{110008, 120008},
{290003, 300003},
{270005, 270006},
{320005, 320006},
{290008, 300008},
{240000, 260000},
{260000, 270000},
{270000, 280000},
{240000, 240002},
{240002, 240003},
{240003, 240004},
{240004, 280004},
{280004, 280000},
{280000, 290001},
{290001, 290002},
{290002, 290003},
{290003, 290005},
{290005, 280004},
{290005, 270005},
{270005, 260005},
{260005, 250005},
{250005, 240004},
{300000, 320000},
{320000, 330000},
{330000, 340000},
{300000, 300002},
{300002, 300003},
{300003, 300004},
{300004, 340004},
{340004, 340000},
{340000, 350001},
{350001, 350002},
{350002, 350003},
{350003, 350005},
{350005, 340004},
{350005, 330005},
{330005, 320005},
{320005, 310005},
{310005, 300004},
{240006, 260006},
{260006, 270006},
{270006, 280006},
{240006, 240008},
{240008, 240009},
{240009, 240010},
{240010, 280010},
{280010, 280006},
{280006, 290007},
{290007, 290008},
{290008, 290009},
{290009, 290011},
{290011, 280010},
{290011, 270011},
{270011, 260011},
{260011, 250011},
{250011, 240010},
{300006, 320006},
{320006, 330006},
{330006, 340006},
{300006, 300008},
{300008, 300009},
{300009, 300010},
{300010, 340010},
{340010, 340006},
{340006, 350007},
{350007, 350008},
{350008, 350009},
{350009, 350011},
{350011, 340010},
{350011, 330011},
{330011, 320011},
{320011, 310011},
{310011, 300010},
{230003, 240003},
{210005, 210006},
{260005, 260006},
{230008, 240008},
{410003, 420003},
{390005, 390006},
{440005, 440006},
{410008, 420008},
{360000, 380000},
{380000, 390000},
{390000, 400000},
{360000, 360002},
{360002, 360003},
{360003, 360004},
{360004, 400004},
{400004, 400000},
{400000, 410001},
{410001, 410002},
{410002, 410003},
{410003, 410005},
{410005, 400004},
{410005, 390005},
{390005, 380005},
{380005, 370005},
{370005, 360004},
{420000, 440000},
{440000, 450000},
{450000, 460000},
{420000, 420002},
{420002, 420003},
{420003, 420004},
{420004, 460004},
{460004, 460000},
{460000, 470001},
{470001, 470002},
{470002, 470003},
{470003, 470005},
{470005, 460004},
{470005, 450005},
{450005, 440005},
{440005, 430005},
{430005, 420004},
{360006, 380006},
{380006, 390006},
{390006, 400006},
{360006, 360008},
{360008, 360009},
{360009, 360010},
{360010, 400010},
{400010, 400006},
{400006, 410007},
{410007, 410008},
{410008, 410009},
{410009, 410011},
{410011, 400010},
{410011, 390011},
{390011, 380011},
{380011, 370011},
{370011, 360010},
{420006, 440006},
{440006, 450006},
{450006, 460006},
{420006, 420008},
{420008, 420009},
{420009, 420010},
{420010, 460010},
{460010, 460006},
{460006, 470007},
{470007, 470008},
{470008, 470009},
{470009, 470011},
{470011, 460010},
{470011, 450011},
{450011, 440011},
{440011, 430011},
{430011, 420010},
{350003, 360003},
{330005, 330006},
{380005, 380006},
{350008, 360008},
{530003, 540003},
{510005, 510006},
{560005, 560006},
{530008, 540008},
{480000, 500000},
{500000, 510000},
{510000, 520000},
{480000, 480002},
{480002, 480003},
{480003, 480004},
{480004, 520004},
{520004, 520000},
{520000, 530001},
{530001, 530002},
{530002, 530003},
{530003, 530005},
{530005, 520004},
{530005, 510005},
{510005, 500005},
{500005, 490005},
{490005, 480004},
{540000, 560000},
{560000, 570000},
{570000, 580000},
{540000, 540002},
{540002, 540003},
{540003, 540004},
{540004, 580004},
{580004, 580000},
{580000, 590001},
{590001, 590002},
{590002, 590003},
{590003, 590005},
{590005, 580004},
{590005, 570005},
{570005, 560005},
{560005, 550005},
{550005, 540004},
{480006, 500006},
{500006, 510006},
{510006, 520006},
{480006, 480008},
{480008, 480009},
{480009, 480010},
{480010, 520010},
{520010, 520006},
{520006, 530007},
{530007, 530008},
{530008, 530009},
{530009, 530011},
{530011, 520010},
{530011, 510011},
{510011, 500011},
{500011, 490011},
{490011, 480010},
{540006, 560006},
{560006, 570006},
{570006, 580006},
{540006, 540008},
{540008, 540009},
{540009, 540010},
{540010, 580010},
{580010, 580006},
{580006, 590007},
{590007, 590008},
{590008, 590009},
{590009, 590011},
{590011, 580010},
{590011, 570011},
{570011, 560011},
{560011, 550011},
{550011, 540010},
{470003, 480003},
{450005, 450006},
{500005, 500006},
{470008, 480008},
{650003, 660003},
{630005, 630006},
{680005, 680006},
{650008, 660008},
{600000, 620000},
{620000, 630000},
{630000, 640000},
{600000, 600002},
{600002, 600003},
{600003, 600004},
{600004, 640004},
{640004, 640000},
{640000, 650001},
{650001, 650002},
{650002, 650003},
{650003, 650005},
{650005, 640004},
{650005, 630005},
{630005, 620005},
{620005, 610005},
{610005, 600004},
{660000, 680000},
{680000, 690000},
{690000, 700000},
